,id_str,created_at,retweet_count,favorite_count,text
0,669256084692082688,Tue Nov 24 20:47:39 +0000 2015,53,0,"RT @Nick_Houser: mom always said ""if you don't have anything nice to say.. Say it from behind a keyboard."" #RuinAnOldSaying"
1,669255926331912192,Tue Nov 24 20:47:01 +0000 2015,11,0,RT @PersianCeltic: So hungry I could eat a whores #RuinAnOldSaying
2,669255739853119489,Tue Nov 24 20:46:17 +0000 2015,1,9,Just seen an article by @peta about sheep abuse in the wool industry. How anyone can abuse animals is beyond me.
3,669246057843449856,Tue Nov 24 20:07:48 +0000 2015,27,28,That's all https://t.co/4ljv8W3FUY
4,669236524098166788,Tue Nov 24 19:29:55 +0000 2015,10,23,"It's only a month until the old man with the white beard unloads his sack in my house! (Father Christmas, not a sugar daddy).🎅🏽🎅🏽🎅🏽🎅🏽🎅🏽"
5,669234654101282816,Tue Nov 24 19:22:29 +0000 2015,17,36,😂😂😂😂😂 https://t.co/FePXFmXLKQ
6,669232410228322304,Tue Nov 24 19:13:34 +0000 2015,0,3,#ThanksgivingWithBlackFamilies why is this a thing?👀
7,669171959150809089,Tue Nov 24 15:13:22 +0000 2015,242,0,"RT @marleybennett: ""Granddad, what were you doing when World War III broke out?"" ""I was meme-ing and photoshopping pretty hard on Twitter."""
8,668910078272135172,Mon Nov 23 21:52:45 +0000 2015,3,29,This entrance hall is beautiful. I love this house! https://t.co/la9HIuQWBk
9,668895824294903808,Mon Nov 23 20:56:06 +0000 2015,66,0,RT @AdrienneMaloof: Watching #Housewives w/ who else but the OGs?! #RHOBH @TaylorArmstrong @TheRealCamilleG @KyleRichards @KimRichards11 ht…
10,668894244078280704,Mon Nov 23 20:49:49 +0000 2015,0,4,Literally don't think I'd be able to cope with the @Andy Cohen Diaries on audio. I'd melt. 😍
11,668887379722297344,Mon Nov 23 20:22:33 +0000 2015,0,0,@Mitch_Josh I know 😐
12,668881940838240257,Mon Nov 23 20:00:56 +0000 2015,0,16,This house😍. Not a bad view from the deck. #mondaymotivation https://t.co/NbAHCFT1T4
13,668870369193893888,Mon Nov 23 19:14:57 +0000 2015,3,22,Lovely start to the week. So impressed with this house. My car looks pretty too. #MondayMotivation https://t.co/b4gmnqpNPz
14,668579043802013696,Sun Nov 22 23:57:20 +0000 2015,2,0,RT @Andy: @Stu_McAllister A Little Life
15,668575199407824897,Sun Nov 22 23:42:03 +0000 2015,2,18,My wiener makes me for sure. https://t.co/i9UGNKU8QM
16,668574509578985472,Sun Nov 22 23:39:19 +0000 2015,1,0,@Andy is just so dreamy.
17,668572416831041536,Sun Nov 22 23:31:00 +0000 2015,4,40,Look at my little fashionista. #SundayFunday https://t.co/hE6zKB9gPc
18,668569788931825664,Sun Nov 22 23:20:33 +0000 2015,2,14,💋 https://t.co/1nI2NZRWa4
19,668562629204582400,Sun Nov 22 22:52:06 +0000 2015,3,9,no no no.. One of yours! I'm having @Andy &amp; Wacha withdrawals.😏 https://t.co/azeglgnxe1
20,668561131951271936,Sun Nov 22 22:46:09 +0000 2015,0,3,@Andy I need a new book to read. Having major withdrawals.
21,668561013910970372,Sun Nov 22 22:45:41 +0000 2015,18,0,"RT @Andy: Is it a gorgeous sunset on the runway at JFK, or the apocalypse? https://t.co/CaegC2Gx0u"
22,668556595681476608,Sun Nov 22 22:28:08 +0000 2015,2,7,"Who is she, the wicked witch of The Hamptons?"
23,668526937732734976,Sun Nov 22 20:30:17 +0000 2015,0,5,Can't believe it's a whole year since this night out in Manhattan with these beauties. https://t.co/XzhqgDwneY
24,668522276795600896,Sun Nov 22 20:11:45 +0000 2015,15,26,"Ha, so true. I just don't understand it all. https://t.co/8ic5yYXAZi"
25,668513565867950080,Sun Nov 22 19:37:09 +0000 2015,2,17,"Cause if you like the way you look that much, oh baby you should go &amp; love yourself. ✌🏽"
26,668504710328938497,Sun Nov 22 19:01:57 +0000 2015,2,32,I fear I'm beginning to turn in to a Belieber.
27,668492749889499137,Sun Nov 22 18:14:26 +0000 2015,1,0,RT @londonsteve79: @Stu_McAllister I've already finished my Christmas shopping. And I like Kylie Minoques new Christmas album.
28,668492731606503424,Sun Nov 22 18:14:21 +0000 2015,1,0,RT @colliesretreat: @Stu_McAllister fairytale of new york... 😉
29,668489724831662080,Sun Nov 22 18:02:24 +0000 2015,1,0,"RT @tbag1402: @Stu_McAllister You scumbag, you maggot, You cheap lousy faggot 😂😂😂🎄🎁🎉"
30,668489689494650880,Sun Nov 22 18:02:16 +0000 2015,1,0,"RT @misssmoriah: @Stu_McAllister ""Christmas Shoes"" always puts me in perspective"
31,668489681886167040,Sun Nov 22 18:02:14 +0000 2015,1,0,RT @MarieSganga: @Stu_McAllister white Christmas
32,668488326626832390,Sun Nov 22 17:56:51 +0000 2015,2,7,"Started wrapping my first Christmas presents, and playing my Christmas playlist. What's everyone's favorite Christmas songs?!"
33,668390868919975936,Sun Nov 22 11:29:35 +0000 2015,5966,0,RT @NiggazStruggles: Mais ???? http://t.co/4bMfnuXwTP
34,668202728418582528,Sat Nov 21 23:01:59 +0000 2015,8,17,"Bitterness is highly unattractive, darling."
35,668189550884319233,Sat Nov 21 22:09:37 +0000 2015,2,8,My Momma knows me too well. @Starbucks gift card is always going to be a winner with me.💁🏽 https://t.co/Ulwbmf0kiJ
36,668187958642610177,Sat Nov 21 22:03:18 +0000 2015,0,18,So excited for this wedding next year in a Chateau in France. It's going to be magical. https://t.co/vMERGBMuqm
37,668174753207885824,Sat Nov 21 21:10:49 +0000 2015,0,14,My Great Grandma is being honored &amp; featured at the international swimming hall of fame in Santa Clara next year. Exciting &amp; well deserved.
38,668173611602157569,Sat Nov 21 21:06:17 +0000 2015,3,15,"You might be pretty, but this is my city."
39,667466289477230593,Thu Nov 19 22:15:38 +0000 2015,3,15,"I don't know about you, but I'm feeling 22."
40,667461511615500288,Thu Nov 19 21:56:39 +0000 2015,2,0,RT @ramonasinger: @Stu_McAllister I hear it's ur bday coming up soon?!?
41,667461384771411968,Thu Nov 19 21:56:09 +0000 2015,2,0,RT @ramonasinger: @Stu_McAllister a little birdie told me!
42,667460608598671362,Thu Nov 19 21:53:04 +0000 2015,1,0,RT @Natalie98492574: @Stu_McAllister happy birthday
43,667460256725901317,Thu Nov 19 21:51:40 +0000 2015,0,16,This time last year I was celebrating my 21st birthday on top of the world! https://t.co/cOkRXMvdAz
44,667459773667926016,Thu Nov 19 21:49:45 +0000 2015,1,0,RT @xdonovanw: @Stu_McAllister happy birthday! 🎉
45,667452461439918080,Thu Nov 19 21:20:42 +0000 2015,1,22,My parents are sending me &amp; Ror to New York for a week for the Macy's Thanksgiving parade for my birthday. The best present!😁
46,667452043842428928,Thu Nov 19 21:19:02 +0000 2015,1,0,RT @rikkibiss93: @Stu_McAllister happy birthday! X
47,667452029304967169,Thu Nov 19 21:18:59 +0000 2015,1,0,RT @LauraGrey8: Happiest Birthday @Stu_McAllister from Canada! I love wishing people I do not know the best day on their birthday!! #birthd…
48,667445949694918663,Thu Nov 19 20:54:49 +0000 2015,1,0,"RT @RuthMcQuillan2: @Stu_McAllister Happy birthday Stu, hope it's a good one ☺️ xx"
49,667445937929920513,Thu Nov 19 20:54:46 +0000 2015,1,0,RT @ginasabres: @Stu_McAllister Happy Birthday
50,667445932636676096,Thu Nov 19 20:54:45 +0000 2015,1,0,RT @amy_amylueze20: @Stu_McAllister Happy Birthday! Hope it's a great one 😎
51,667445909068845056,Thu Nov 19 20:54:39 +0000 2015,1,0,RT @rruk01: @Stu_McAllister Happy Birthday
52,667445873975119873,Thu Nov 19 20:54:31 +0000 2015,1,0,RT @FollowMa_Lead: Happy Birthday @Stu_McAllister 🎊
53,667445850293956608,Thu Nov 19 20:54:25 +0000 2015,2,0,RT @clairenwoj: @Stu_McAllister Hope you've had a MINT day! :) x
54,667445817133899776,Thu Nov 19 20:54:18 +0000 2015,1,0,RT @greghughez: @Stu_McAllister happiest of birthdays to you 🎈💋
55,667445090160349184,Thu Nov 19 20:51:24 +0000 2015,1,0,"RT @Tonedog_: @Stu_McAllister tbf, that just means your grandma is cooler than you 😜"
56,667444729064345600,Thu Nov 19 20:49:58 +0000 2015,1,0,RT @WhatThaDell: 🎂🎁🎈🎊HAPPY BIRTHDAY @Stu_McAllister &amp; MANY MANY MOOOOORRREEEE🎂🎁🎈🎊
57,667444111255969794,Thu Nov 19 20:47:31 +0000 2015,0,13,My Grandma got me this card for my birthday. Okay cool. I hate Star Wars. https://t.co/YhYuen4jAy
58,667417581423362049,Thu Nov 19 19:02:06 +0000 2015,1,0,RT @faeryjennie: @Stu_McAllister Happy birthday! 🎂🎉
59,667412329533935616,Thu Nov 19 18:41:13 +0000 2015,1,0,RT @BeckyDuff: @Stu_McAllister Happy Birthday Gorgeous Boy 😘🎉🎈
60,667412305366360064,Thu Nov 19 18:41:08 +0000 2015,1,0,RT @chanxlgod: @Stu_McAllister happy birthday!! 💜☺️
61,667411998322393089,Thu Nov 19 18:39:54 +0000 2015,1,0,RT @Martin_Elec: @Stu_McAllister Happy Birthday. I hope you have a wonderful day! 🎂🍻😃
62,667411936745799680,Thu Nov 19 18:39:40 +0000 2015,2,20,"Rory bought me the Yankee Candle advent calendar. I love this, so excited for the 1st December! https://t.co/zC3zKptEeT"
63,667405022607638528,Thu Nov 19 18:12:11 +0000 2015,1,0,RT @HegartyIi: @Stu_McAllister Happy Birthday Stu!!! 🎉🎉
64,667400216727977985,Thu Nov 19 17:53:06 +0000 2015,1,0,RT @TobyGillett: @Stu_McAllister Happy Birthday and I adore this 😉
65,667400200915406848,Thu Nov 19 17:53:02 +0000 2015,1,0,RT @http_Anne_Laure: @Stu_McAllister happy birthday !!!! 🎁🎁🎉🎉🎊🎆🎂🎂🎂🎂 hope U have a wonderful day 😃
66,667389562029809665,Thu Nov 19 17:10:45 +0000 2015,3,24,Birthday card from my Mommy😂💖💁🏽 https://t.co/Ymkiu41KjA
67,667351438285283330,Thu Nov 19 14:39:16 +0000 2015,1,0,RT @Sayhikristy: @Stu_McAllister Happy Birthday to you!!!!
68,667351393825644544,Thu Nov 19 14:39:05 +0000 2015,1,0,RT @acerise723: @Stu_McAllister HAVE A GREAT BIRTHDAY STUART!!!! :) :) Enjoy your day :D :D
69,667348935271440385,Thu Nov 19 14:29:19 +0000 2015,1,0,"RT @londonsteve79: @Stu_McAllister happy birthday, I've sent you this in the post as a present. https://t.co/dSzsGIbTeq"
70,667346587606261762,Thu Nov 19 14:19:59 +0000 2015,1,0,RT @emurucollective: Happy birthday @Stu_McAllister ! I hope it is an amazing day! 🎊🎉
71,667346581860057088,Thu Nov 19 14:19:58 +0000 2015,1,0,RT @LINYIsles: @Stu_McAllister 🎂Happy Birthday 🎂🎉
72,667346576373850113,Thu Nov 19 14:19:57 +0000 2015,1,0,RT @Rohisha_Ath: @Stu_McAllister happy birthday dude☺
73,667343852307652608,Thu Nov 19 14:09:07 +0000 2015,1,0,RT @DrunkSlut: @Stu_McAllister Happy Birthday Stuart ! Hope this is a special day for you full of memories.Take care.
74,667343841628942340,Thu Nov 19 14:09:05 +0000 2015,1,0,RT @tenindenmark: Happy 22nd Birthday Stuart.  Wishing you a FAB day dear.  Have fun xo https://t.co/vFAu3rL1eM
75,667343517707014144,Thu Nov 19 14:07:47 +0000 2015,1,27,Happy birthday to me🎈
76,667343459326558208,Thu Nov 19 14:07:34 +0000 2015,1,0,"RT @StaceCrawf82: Happy Happy Birthday to you, we hope you have a fabulous day full of celebrations 🎉🍾 @Stu_McAllister 💙"
